# {"pwd":"/Users/rakheendama/Projects/2026/maestro/.claude/worktrees/multi-instance-verification/maestro-integration-tests","gitHead":"7113e069eca5f3ba3bdaa8d519f878cef542de22","branch":"worktree-multi-instance-verification","timestampUtc":"2026-08-01T21:43:25.642467Z","seed":-6973268155056049009,"mode":"SOAK","runId":"20260801-214325--6973268155056049009"}
windowStartUtc,windowSecs,liveNodes,running,waitingSignal,waitingTimer,compensating,recoveryCalls,recoveryRatePerSec,lockProbeCalls,lockRenewCalls,subscribeCalls,unsubscribeCalls,pubsubChannels,chaosActive
2026-08-01T22:55:05.298226Z,15,6,0,35,8,0,3,0.200,117,213,46,49,35,false
2026-08-01T22:55:20.439335Z,15,5,0,43,29,0,1,0.067,168,194,48,40,46,true
2026-08-01T22:55:35.586887Z,15,5,0,41,5,0,1,0.067,148,296,68,70,45,true
2026-08-01T22:55:50.743081Z,15,5,0,40,4,0,1,0.067,68,142,21,22,45,true
2026-08-01T22:56:05.894236Z,15,6,0,36,14,0,3,0.200,135,220,71,75,41,false
2026-08-01T22:56:21.041097Z,15,6,0,37,1,0,1,0.067,174,259,77,76,42,false
2026-08-01T22:56:36.184333Z,15,6,0,39,10,0,1,0.067,90,178,34,37,39,false
2026-08-01T22:56:51.329287Z,15,6,0,39,7,0,1,0.067,118,192,49,49,39,false
2026-08-01T22:57:06.463159Z,15,6,0,38,19,0,3,0.200,55,129,5,6,38,false
2026-08-01T22:57:21.623041Z,15,6,0,36,8,0,1,0.067,186,253,79,81,36,false
2026-08-01T22:57:36.760641Z,15,6,0,35,8,0,1,0.067,126,236,62,64,34,false
2026-08-01T22:57:51.893660Z,15,6,0,33,5,0,1,0.067,82,134,33,34,33,false
2026-08-01T22:58:07.042184Z,15,5,0,39,19,0,2,0.133,112,144,19,13,39,true
2026-08-01T22:58:22.181176Z,15,5,0,42,11,0,1,0.067,124,165,17,14,42,true
2026-08-01T22:58:37.326547Z,15,5,0,46,19,0,1,0.067,84,129,20,16,46,true
2026-08-01T22:58:52.465775Z,15,6,0,37,9,0,2,0.133,216,310,126,135,37,false
2026-08-01T22:59:07.595983Z,15,6,0,38,9,0,2,0.133,133,182,54,53,38,false
2026-08-01T22:59:22.739905Z,15,6,0,34,2,0,1,0.067,88,158,45,40,34,false
2026-08-01T22:59:37.883284Z,15,5,0,35,10,0,1,0.067,58,103,16,14,38,true
2026-08-01T22:59:53.055194Z,15,6,0,41,13,0,2,0.133,120,207,23,19,44,false
2026-08-01T23:00:08.194795Z,15,6,0,36,0,0,2,0.133,93,169,66,73,39,false
2026-08-01T23:00:23.316831Z,15,6,3,37,11,0,2,0.133,71,149,6,7,39,true
2026-08-01T23:00:42.361585Z,15,6,0,43,7,0,1,0.067,200,302,64,59,43,false
2026-08-01T23:00:57.495335Z,15,6,0,32,5,0,1,0.067,109,195,55,67,34,false
2026-08-01T23:01:12.671219Z,15,5,0,34,9,0,3,0.200,67,114,14,14,34,true
2026-08-01T23:01:27.817590Z,15,5,0,38,5,0,1,0.067,96,149,32,28,38,true
2026-08-01T23:01:42.976723Z,15,5,0,42,5,0,1,0.067,92,152,24,20,42,true
2026-08-01T23:01:58.127921Z,15,5,0,41,9,0,1,0.067,105,158,52,53,41,true
2026-08-01T23:02:13.285841Z,15,6,0,42,13,0,3,0.200,201,265,78,72,42,false
2026-08-01T23:02:28.426948Z,15,6,1,40,5,0,1,0.067,140,232,75,76,41,false
2026-08-01T23:02:43.574661Z,15,6,0,39,9,0,1,0.067,98,170,40,44,40,false
2026-08-01T23:02:58.721491Z,15,6,0,41,3,0,1,0.067,94,188,46,44,43,false
2026-08-01T23:03:13.879522Z,15,5,0,43,4,0,2,0.133,74,121,11,10,29,true
2026-08-01T23:03:29.041684Z,15,6,0,48,10,0,2,0.133,95,146,10,5,34,false
2026-08-01T23:03:44.177664Z,15,6,0,55,12,0,1,0.067,96,141,8,1,41,false
2026-08-01T23:03:59.334223Z,15,6,0,48,4,0,1,0.067,190,301,133,140,34,false
2026-08-01T23:04:14.476560Z,15,6,0,37,3,0,2,0.133,71,128,32,29,37,false
2026-08-01T23:04:29.626073Z,15,5,0,38,5,0,2,0.133,57,107,10,9,17,true
2026-08-01T23:04:44.771213Z,15,6,0,34,3,0,2,0.133,72,78,19,23,13,false
2026-08-01T23:04:59.934734Z,15,6,0,40,16,0,1,0.067,80,109,10,4,19,false
2026-08-01T23:05:15.067526Z,15,5,0,40,15,0,1,0.067,77,127,40,40,19,true
2026-08-01T23:05:30.219815Z,15,5,0,31,10,0,2,0.133,110,156,52,40,31,true
2026-08-01T23:05:45.371348Z,15,5,0,30,13,0,2,0.133,56,108,18,19,30,true
2026-08-01T23:06:00.519257Z,15,5,0,30,9,0,0,0.000,132,210,64,64,30,true
2026-08-01T23:06:15.658614Z,15,6,0,29,2,0,2,0.133,119,199,42,43,29,false
2026-08-01T23:06:30.807525Z,15,6,0,23,10,0,2,0.133,55,108,12,18,23,false
2026-08-01T23:06:45.990071Z,15,6,0,25,9,0,2,0.133,123,203,43,41,25,false
2026-08-01T23:07:01.133635Z,15,5,0,26,10,0,0,0.000,92,147,44,43,26,true
2026-08-01T23:07:16.293082Z,15,5,0,24,5,0,2,0.133,64,135,31,33,24,true
2026-08-01T23:07:31.446230Z,15,6,0,25,3,0,2,0.133,113,178,47,46,25,false
2026-08-01T23:07:46.575643Z,15,5,0,29,10,0,2,0.133,75,126,21,17,29,true
2026-08-01T23:08:01.744758Z,15,5,0,36,8,0,0,0.000,82,126,16,9,36,true
2026-08-01T23:08:16.883069Z,15,6,0,25,7,0,2,0.133,139,201,79,90,25,false
2026-08-01T23:08:32.027640Z,15,6,0,21,3,0,2,0.133,75,139,37,33,21,false
2026-08-01T23:08:47.239622Z,15,6,0,22,11,0,3,0.200,85,93,24,31,22,false
2026-08-01T23:09:02.385342Z,15,6,0,25,15,0,0,0.000,105,181,43,40,25,false
2026-08-01T23:09:17.550052Z,15,5,0,32,17,0,2,0.133,115,161,36,29,32,true
2026-08-01T23:09:32.702575Z,15,5,0,38,5,0,1,0.067,97,163,31,25,38,true
2026-08-01T23:09:47.842405Z,15,5,0,34,4,0,2,0.133,83,160,37,31,38,true
2026-08-01T23:10:02.989537Z,15,5,0,32,25,0,1,0.067,139,174,72,74,36,true
2026-08-01T23:10:18.166576Z,15,6,0,32,15,0,2,0.133,146,238,69,71,34,false
2026-08-01T23:10:33.328199Z,15,6,0,31,7,0,1,0.067,79,165,35,36,33,false
2026-08-01T23:10:48.476776Z,15,6,0,26,7,0,2,0.133,77,144,30,37,29,false
2026-08-01T23:11:03.617597Z,15,5,0,24,5,0,1,0.067,56,116,26,29,26,true
2026-08-01T23:11:18.768625Z,15,5,0,27,8,0,1,0.067,39,90,9,10,28,true
2026-08-01T23:11:33.910348Z,15,5,0,26,6,0,1,0.067,45,96,20,21,27,true
2026-08-01T23:11:49.070028Z,15,5,0,30,44,0,2,0.133,92,101,14,11,30,true
2026-08-01T23:12:04.212100Z,15,5,0,32,4,0,1,0.067,239,382,122,120,32,true
2026-08-01T23:12:19.356427Z,15,6,0,32,8,0,2,0.133,112,182,26,26,33,false
2026-08-01T23:12:34.501440Z,15,6,0,31,6,0,1,0.067,93,163,41,42,31,false
2026-08-01T23:12:49.645030Z,15,6,0,31,11,0,2,0.133,117,162,40,40,32,false
2026-08-01T23:13:04.785450Z,15,5,0,31,2,0,1,0.067,95,178,47,47,31,true
2026-08-01T23:13:19.926662Z,15,5,0,36,8,0,2,0.133,88,153,30,25,37,true
2026-08-01T23:13:35.065022Z,15,5,0,35,3,0,1,0.067,61,116,39,36,35,true
2026-08-01T23:13:50.242888Z,15,5,0,41,4,0,1,0.067,130,201,44,38,41,true
2026-08-01T23:14:05.385693Z,15,6,0,35,7,0,2,0.133,143,233,47,56,34,false
2026-08-01T23:14:20.510699Z,15,6,0,25,4,0,2,0.133,69,138,41,50,25,false
2026-08-01T23:14:35.648057Z,15,5,0,23,9,0,1,0.067,68,139,25,27,24,true
2026-08-01T23:14:50.849096Z,15,5,0,27,7,0,1,0.067,76,95,22,18,28,true
2026-08-01T23:15:06.010586Z,15,6,0,27,7,0,2,0.133,143,214,63,57,29,false
2026-08-01T23:15:21.172910Z,15,6,0,35,20,0,2,0.133,141,180,51,43,37,false
2026-08-01T23:15:36.310177Z,15,5,0,30,1,0,0,0.000,121,252,63,68,33,true
2026-08-01T23:15:51.453464Z,15,6,0,30,8,0,2,0.133,115,140,45,48,30,false
2026-08-01T23:16:06.602921Z,15,6,0,26,9,0,2,0.133,75,160,35,39,27,false
2026-08-01T23:16:21.734318Z,15,5,0,27,11,0,2,0.133,99,145,37,36,25,true
2026-08-01T23:16:36.891742Z,15,6,0,28,7,0,1,0.067,65,146,27,26,26,false
2026-08-01T23:16:52.049254Z,15,6,0,30,6,0,2,0.133,94,125,25,21,31,false
2026-08-01T23:17:07.190157Z,15,6,0,26,9,0,1,0.067,182,269,90,94,26,false
2026-08-01T23:17:22.319977Z,15,6,13,21,0,0,2,0.133,44,82,6,11,21,true
2026-08-01T23:17:37.463897Z,15,6,0,20,0,0,1,0.067,103,205,62,63,20,false
2026-08-01T23:17:52.622353Z,15,6,0,20,9,0,2,0.133,66,88,13,13,20,false
2026-08-01T23:18:07.770373Z,15,6,0,21,4,0,1,0.067,98,178,53,52,21,false
2026-08-01T23:18:22.932236Z,15,5,0,26,13,0,2,0.133,80,117,22,17,23,true
2026-08-01T23:18:38.062686Z,15,5,0,33,13,0,0,0.000,108,185,45,39,29,true
2026-08-01T23:18:53.203916Z,15,6,0,38,18,0,3,0.200,137,170,40,31,38,false
2026-08-01T23:19:08.362938Z,15,6,0,24,14,0,1,0.067,208,321,117,131,24,false
2026-08-01T23:19:23.525576Z,15,6,1,21,5,0,2,0.133,99,171,47,50,21,false
2026-08-01T23:19:38.689065Z,15,6,0,23,19,0,0,0.000,84,130,29,26,24,false
2026-08-01T23:19:53.842299Z,15,6,8,24,23,0,3,0.200,91,158,12,4,32,true
2026-08-01T23:20:11.059598Z,15,6,0,30,7,0,1,0.067,299,385,95,97,30,false
2026-08-01T23:20:26.201878Z,15,6,1,11,0,0,2,0.133,157,268,63,64,28,true
2026-08-01T23:20:53.976614Z,15,6,0,35,14,0,0,0.000,216,321,86,79,35,false
2026-08-01T23:21:09.137648Z,15,5,0,38,11,0,4,0.267,201,256,78,75,37,true
2026-08-01T23:21:24.274348Z,15,5,0,32,0,0,2,0.133,57,135,8,13,32,true
2026-08-01T23:21:39.435849Z,15,6,0,35,10,0,1,0.067,63,111,5,2,35,false
2026-08-01T23:21:54.580684Z,15,5,0,42,16,0,0,0.000,72,148,29,22,9,true
2026-08-01T23:22:09.736208Z,15,5,0,44,1,0,3,0.200,65,101,4,2,11,true
2026-08-01T23:22:24.884773Z,15,6,0,48,10,0,2,0.133,79,82,37,3,45,false
2026-08-01T23:22:40.064739Z,15,6,0,54,5,0,1,0.067,213,264,105,96,55,false
2026-08-01T23:22:55.218152Z,15,5,0,41,7,0,0,0.000,128,247,66,79,41,true
2026-08-01T23:23:10.345524Z,15,6,0,44,6,0,3,0.200,122,170,47,44,44,false
2026-08-01T23:23:25.492423Z,15,6,0,44,3,0,2,0.133,63,164,32,32,44,false
2026-08-01T23:23:40.668403Z,15,6,0,44,39,0,1,0.067,132,130,21,21,44,false
2026-08-01T23:23:55.847970Z,15,6,0,43,16,0,2,0.133,266,447,124,125,43,false
2026-08-01T23:24:11.017289Z,15,6,0,44,10,0,1,0.067,82,150,33,32,44,false
2026-08-01T23:24:26.183355Z,15,6,0,35,7,0,2,0.133,132,249,67,77,36,false
2026-08-01T23:24:41.320117Z,15,6,0,30,9,0,1,0.067,117,165,45,49,30,false
2026-08-01T23:24:56.477827Z,15,6,0,31,12,0,2,0.133,177,279,70,70,30,false
2026-08-01T23:25:11.629981Z,15,5,0,24,10,0,1,0.067,119,174,60,66,24,true
2026-08-01T23:25:26.759698Z,15,5,0,36,17,0,1,0.067,125,171,26,14,36,true
2026-08-01T23:25:41.917165Z,15,5,0,38,2,0,1,0.067,97,133,15,13,38,true
2026-08-01T23:25:57.084194Z,15,5,0,40,6,0,2,0.133,102,151,63,61,40,true
2026-08-01T23:26:12.211026Z,15,6,0,35,9,0,2,0.133,114,161,42,47,35,false
2026-08-01T23:26:27.357690Z,15,6,0,33,6,0,1,0.067,123,203,59,61,33,false
2026-08-01T23:26:42.493667Z,15,5,0,39,9,0,1,0.067,85,145,34,23,40,true
2026-08-01T23:26:57.645327Z,15,5,0,43,6,0,2,0.133,52,120,13,10,44,true
2026-08-01T23:27:12.793993Z,15,5,0,39,6,0,1,0.067,20,87,6,12,40,true
2026-08-01T23:27:27.968395Z,15,5,0,39,11,0,1,0.067,125,217,49,49,40,true
2026-08-01T23:27:43.132432Z,15,6,0,34,10,0,2,0.133,148,220,74,80,34,false
2026-08-01T23:27:58.286402Z,15,6,0,34,6,0,2,0.133,129,216,50,50,34,false
2026-08-01T23:28:13.437377Z,15,6,0,30,10,0,2,0.133,101,183,45,49,31,false
2026-08-01T23:28:28.591632Z,15,5,0,27,9,0,1,0.067,82,137,35,39,27,true
2026-08-01T23:28:43.746413Z,15,6,0,21,9,0,2,0.133,121,179,38,44,21,false
2026-08-01T23:28:58.872355Z,15,6,0,18,9,0,2,0.133,76,120,27,30,18,false
2026-08-01T23:29:14.025144Z,15,6,0,18,7,0,3,0.200,89,147,36,36,18,false
2026-08-01T23:29:29.159377Z,15,6,0,20,8,0,1,0.067,96,140,28,26,20,false
2026-08-01T23:29:44.326959Z,15,5,0,18,9,0,0,0.000,64,129,29,30,19,true
2026-08-01T23:29:59.464007Z,15,6,0,20,10,0,4,0.267,95,132,23,22,20,false
2026-08-01T23:30:14.595936Z,15,6,1,19,7,0,1,0.067,116,184,54,54,20,false
2026-08-01T23:30:29.767026Z,15,5,0,22,11,0,0,0.000,52,95,11,9,22,true
2026-08-01T23:30:44.921968Z,15,5,0,30,17,0,1,0.067,112,192,13,5,31,true
2026-08-01T23:31:00.088667Z,15,6,0,35,5,0,4,0.267,159,192,18,13,35,false
2026-08-01T23:31:15.251581Z,15,6,0,29,5,0,1,0.067,216,323,174,180,29,false
2026-08-01T23:31:30.419583Z,15,6,0,33,8,0,0,0.000,82,139,38,34,33,false
2026-08-01T23:31:45.597481Z,15,5,0,37,4,0,1,0.067,76,178,24,20,37,true
2026-08-01T23:32:00.735234Z,15,5,0,38,7,0,3,0.200,145,165,58,55,40,true
2026-08-01T23:32:15.900198Z,15,6,0,31,0,0,2,0.133,68,165,41,50,31,false
2026-08-01T23:32:31.056108Z,15,6,0,37,4,0,0,0.000,99,172,35,29,37,false
2026-08-01T23:32:46.213964Z,15,6,0,37,11,0,1,0.067,115,198,50,50,37,false
2026-08-01T23:33:01.374321Z,15,5,0,37,6,0,5,0.333,131,169,58,58,37,true
2026-08-01T23:33:16.512824Z,15,6,0,35,10,0,1,0.067,109,154,39,41,35,false
2026-08-01T23:33:31.667691Z,15,6,1,39,8,0,0,0.000,122,228,50,45,40,false
2026-08-01T23:33:46.823799Z,15,6,0,36,12,0,1,0.067,146,218,52,56,36,false
2026-08-01T23:34:01.986795Z,15,5,0,38,17,0,4,0.267,154,236,56,54,38,true
2026-08-01T23:34:17.148826Z,15,5,0,42,14,0,1,0.067,99,126,13,9,42,true
2026-08-01T23:34:32.314115Z,15,5,0,47,4,0,0,0.000,81,158,20,15,47,true
2026-08-01T23:34:47.508354Z,15,6,0,46,6,0,1,0.067,174,253,113,115,45,false
2026-08-01T23:35:02.645635Z,15,6,0,24,6,0,4,0.267,78,123,36,57,24,false
2026-08-01T23:35:17.816878Z,15,6,0,25,14,0,1,0.067,89,130,37,27,25,false
2026-08-01T23:35:32.971793Z,15,6,0,22,6,0,0,0.000,91,172,48,52,25,false
2026-08-01T23:35:48.124590Z,15,5,0,30,13,0,1,0.067,84,121,25,17,35,true
2026-08-01T23:36:03.275266Z,15,6,0,29,9,0,4,0.267,91,169,31,38,31,false
2026-08-01T23:36:18.437954Z,15,6,0,30,9,0,1,0.067,25,61,2,2,31,false
2026-08-01T23:36:33.600008Z,15,6,0,30,23,0,0,0.000,88,176,25,26,30,false
2026-08-01T23:36:48.759796Z,15,6,0,27,19,0,1,0.067,254,306,122,125,28,false
2026-08-01T23:37:03.901322Z,15,6,16,30,7,0,4,0.267,143,222,44,41,30,true
2026-08-01T23:37:19.058323Z,15,6,0,33,10,0,1,0.067,121,186,64,61,33,false
2026-08-01T23:37:34.245105Z,15,6,0,34,12,0,0,0.000,97,196,40,39,34,false
2026-08-01T23:37:49.376582Z,15,5,0,42,14,0,1,0.067,105,159,38,30,35,true
2026-08-01T23:38:04.501283Z,15,5,0,42,13,0,3,0.200,133,235,55,55,35,true
2026-08-01T23:38:19.626665Z,15,6,0,42,4,0,2,0.133,119,153,35,35,35,false
2026-08-01T23:38:34.771334Z,15,6,0,40,11,0,0,0.000,125,231,66,68,33,false
2026-08-01T23:38:49.917734Z,15,6,0,40,11,0,1,0.067,96,152,43,43,33,false
2026-08-01T23:39:05.080534Z,15,5,1,40,10,0,3,0.200,110,173,40,32,41,true
2026-08-01T23:39:20.218752Z,15,5,0,42,10,0,1,0.067,57,103,17,16,42,true
2026-08-01T23:39:35.369751Z,15,5,0,41,11,0,0,0.000,20,119,5,6,41,true
2026-08-01T23:39:50.540759Z,15,5,10,38,32,0,1,0.067,162,214,52,55,38,true
2026-08-01T23:40:05.686852Z,15,6,0,30,5,0,4,0.267,254,375,129,137,30,false
2026-08-01T23:40:20.831878Z,15,6,0,27,1,0,1,0.067,93,166,41,44,28,false
2026-08-01T23:40:36.019288Z,15,6,0,31,6,0,0,0.000,76,139,31,27,31,false
2026-08-01T23:40:51.193803Z,15,5,0,32,6,0,1,0.067,72,144,15,14,32,true
2026-08-01T23:41:06.378959Z,15,5,0,31,0,0,3,0.200,29,94,9,10,31,true
2026-08-01T23:41:21.541260Z,15,6,0,34,8,0,2,0.133,71,100,24,21,34,false
2026-08-01T23:41:36.679656Z,15,6,0,23,3,0,0,0.000,100,184,46,57,23,false
2026-08-01T23:41:51.827799Z,15,6,0,22,7,0,1,0.067,72,131,36,36,23,false
2026-08-01T23:42:07.031150Z,15,6,0,0,0,0,0,0.000,118,263,34,33,24,true
2026-08-01T23:42:42.168791Z,15,6,1,16,4,0,5,0.333,289,350,94,101,17,false
2026-08-01T23:42:57.331520Z,15,6,0,19,3,0,2,0.133,76,108,35,33,18,false
2026-08-01T23:43:12.476872Z,15,5,0,16,3,0,2,0.133,71,128,32,38,14,true
2026-08-01T23:43:27.641017Z,15,6,0,23,7,0,2,0.133,118,152,48,36,23,false
2026-08-01T23:43:42.782782Z,15,6,0,26,13,0,1,0.067,127,170,49,46,26,false
2026-08-01T23:43:57.942459Z,15,6,0,25,3,0,1,0.067,96,170,44,45,25,false
2026-08-01T23:44:13.108126Z,15,5,0,26,3,0,2,0.133,41,97,16,15,26,true
2026-08-01T23:44:28.268382Z,15,5,0,25,0,0,1,0.067,15,61,10,11,25,true
2026-08-01T23:44:43.437219Z,15,5,0,26,0,0,1,0.067,20,59,4,3,26,true
2026-08-01T23:44:58.624231Z,15,5,0,22,0,0,2,0.133,1,51,1,7,22,true
2026-08-01T23:45:13.826214Z,15,6,0,19,0,0,2,0.133,13,57,0,3,19,false
2026-08-01T23:45:29.028114Z,15,6,0,18,0,0,1,0.067,8,54,8,7,18,false
2026-08-01T23:45:44.191559Z,15,6,0,15,0,0,1,0.067,11,47,0,3,15,false
2026-08-01T23:45:59.350521Z,15,6,0,6,0,0,2,0.133,9,49,2,11,7,false
2026-08-01T23:46:14.523148Z,15,6,0,4,0,0,2,0.133,4,28,1,3,5,false
2026-08-01T23:46:29.725447Z,15,6,0,2,0,0,1,0.067,2,31,0,2,4,false
2026-08-01T23:46:44.888011Z,15,6,0,1,0,0,2,0.133,2,24,1,2,3,false
2026-08-01T23:47:00.068042Z,15,6,0,1,0,0,1,0.067,0,24,0,0,3,false
2026-08-01T23:47:15.234526Z,15,6,0,0,0,0,2,0.133,2,23,0,1,0,false
2026-08-01T23:47:30.391693Z,15,6,0,2,4,0,1,0.067,16,33,4,4,2,false
2026-08-01T23:47:45.560512Z,15,6,0,0,0,0,2,0.133,22,50,13,15,0,false
2026-08-01T23:48:00.712611Z,15,6,0,3,5,0,1,0.067,26,44,6,3,3,false
2026-08-01T23:48:15.902081Z,15,6,0,2,3,0,3,0.200,38,67,22,23,2,false
2026-08-01T23:48:31.078444Z,15,6,0,3,2,0,1,0.067,58,90,24,23,3,false
2026-08-01T23:48:46.245980Z,15,6,0,6,4,0,1,0.067,27,47,7,4,6,false
2026-08-01T23:49:01.407298Z,15,6,0,6,3,0,1,0.067,29,63,15,15,6,false
2026-08-01T23:49:16.574684Z,15,6,0,5,0,0,3,0.200,20,46,10,11,5,false
2026-08-01T23:49:31.746284Z,15,6,0,6,0,0,1,0.067,17,43,4,3,6,false
2026-08-01T23:49:46.907967Z,15,6,0,6,3,0,1,0.067,12,35,6,6,6,false
2026-08-01T23:50:02.096761Z,15,6,0,7,1,0,1,0.067,21,53,7,6,7,false
2026-08-01T23:50:17.266731Z,15,6,0,5,0,0,3,0.200,10,37,6,8,5,false
2026-08-01T23:50:32.444123Z,15,6,0,5,0,0,1,0.067,17,45,3,3,5,false
2026-08-01T23:50:47.612478Z,15,6,0,4,0,0,1,0.067,25,48,12,13,3,false
2026-08-01T23:51:02.804478Z,15,6,1,2,0,0,1,0.067,27,56,13,14,3,false
2026-08-01T23:51:17.971338Z,15,6,0,4,6,0,3,0.200,14,32,3,2,4,false
2026-08-01T23:51:33.133043Z,15,6,0,7,4,0,1,0.067,64,91,25,22,7,false
2026-08-01T23:51:48.319594Z,15,6,0,3,0,0,1,0.067,31,65,22,26,3,false
2026-08-01T23:52:03.464497Z,15,6,0,2,0,0,1,0.067,1,25,0,1,2,false
2026-08-01T23:52:18.631103Z,15,6,0,2,0,0,3,0.200,0,20,0,0,2,false
2026-08-01T23:52:33.772573Z,15,3,0,2,0,0,0,0.000,0,13,0,0,2,false
2026-08-01T23:52:48.940391Z,15,3,0,5,0,0,1,0.067,34,46,14,11,5,false
2026-08-01T23:53:04.087498Z,15,3,0,5,4,0,1,0.067,18,32,3,3,5,false
2026-08-01T23:53:19.276659Z,15,3,0,6,5,0,1,0.067,33,52,14,13,6,false
2026-08-01T23:53:34.431571Z,15,3,0,7,4,0,0,0.000,50,79,20,19,7,false
2026-08-01T23:53:49.575667Z,15,3,0,8,0,0,1,0.067,39,67,22,21,8,false
2026-08-01T23:54:04.691541Z,15,3,0,9,4,0,1,0.067,17,35,4,3,9,false
2026-08-01T23:54:19.869406Z,15,3,0,8,2,0,1,0.067,36,65,21,22,8,false
2026-08-01T23:54:35.019276Z,15,3,0,7,0,0,0,0.000,10,35,6,7,7,false
2026-08-01T23:54:50.201725Z,15,3,0,7,3,0,1,0.067,7,22,2,2,7,false
2026-08-01T23:55:05.358958Z,15,3,0,8,3,0,1,0.067,21,47,11,10,8,false
2026-08-01T23:55:20.504918Z,15,3,0,5,0,0,1,0.067,14,38,5,8,5,false
2026-08-01T23:55:35.653726Z,15,3,0,6,4,0,0,0.000,17,39,4,3,6,false
2026-08-01T23:55:50.805827Z,15,3,0,5,1,0,1,0.067,51,73,24,25,5,false
2026-08-01T23:56:05.959826Z,15,3,0,6,0,0,1,0.067,24,47,10,9,6,false
2026-08-01T23:56:21.134361Z,15,3,1,6,4,0,1,0.067,17,34,4,3,7,false
2026-08-01T23:56:36.294534Z,15,3,0,6,1,0,0,0.000,30,58,16,17,6,false
2026-08-01T23:56:51.463589Z,15,3,0,5,0,0,1,0.067,8,30,6,7,5,false
2026-08-01T23:57:06.690279Z,15,3,0,5,0,0,1,0.067,18,37,7,7,5,false
2026-08-01T23:57:21.855796Z,15,3,0,7,3,0,1,0.067,36,55,11,9,7,false
